item_id,name,category,price,old_price,sellable_online,other_colors,short_description
90420332.0,FREKVENS,Bar furniture,265.0,No old price,True,No,"        Bar table, in/outdoor,          51x51 cm"
368814.0,NORDVIKEN,Bar furniture,995.0,No old price,False,No,"        Bar table,          140x80 cm"
9333523.0,NORDVIKEN / NORDVIKEN,Bar furniture,2095.0,No old price,False,No,        Bar table and 4 bar stools
80155205.0,STIG,Bar furniture,69.0,No old price,True,Yes,"        Bar stool with backrest,          74 cm"
30180504.0,NORBERG,Bar furniture,225.0,No old price,True,No,"        Wall-mounted drop-leaf table,          74x60 cm"
10122647.0,INGOLF,Bar furniture,345.0,No old price,True,No,"        Bar stool with backrest,          63 cm"
70404875.0,FRANKLIN,Bar furniture,129.0,No old price,True,No,"        Bar stool with backrest, foldable,          63 cm"
60155602.0,DALFRED,Bar furniture,195.0,No old price,True,No,"        Bar stool,          63-74 cm"
50406465.0,FRANKLIN,Bar furniture,129.0,No old price,True,No,"        Bar stool with backrest, foldable,          63 cm"
69304221.0,EKEDALEN / EKEDALEN,Bar furniture,2176.0,"SR 2,375",True,No,        Bar table and 4 bar stools
90404879.0,FRANKLIN,Bar furniture,149.0,No old price,True,No,"        Bar stool with backrest, foldable,          74 cm"
121766.0,INGOLF,Bar furniture,395.0,No old price,True,No,"        Bar stool with backrest,          74 cm"
397736.0,NORRARYD,Bar furniture,395.0,No old price,True,No,"        Bar stool with backrest,          74 cm"
50420329.0,FREKVENS,Bar furniture,177.0,SR 295,True,No,"        Bar stool with backrest, in/outdoor,          74 cm"
400550.0,EKEDALEN,Bar furniture,345.0,No old price,True,No,"        Bar stool with backrest,          75 cm"
29304826.0,TOMMARYD,Bar furniture,695.0,No old price,True,No,"        Table,          130x70/105 cm"
40426138.0,HENRIKSDAL,Bar furniture,395.0,No old price,True,No,"        Bar stool with backrest frame,          74 cm"
50363649.0,KULLABERG,Bar furniture,140.0,SR 175,True,Yes,        Stool
70246089.0,JANINGE,Bar furniture,595.0,No old price,True,No,"        Bar stool,          76 cm"
60406785.0,FRANKLIN,Bar furniture,149.0,No old price,True,No,"        Bar stool with backrest, foldable,          74 cm"
340759.0,EKEDALEN,Bar furniture,995.0,No old price,True,No,"        Bar table,          120x80 cm"
30352246.0,RÅSKOG,Bar furniture,175.0,No old price,True,No,"        Bar stool,          63 cm"
10281354.0,JANINGE,Bar furniture,595.0,No old price,True,No,"        Bar stool,          76 cm"
90400517.0,EKEDALEN,Bar furniture,796.0,SR 995,True,No,"        Bar table,          120x80 cm"
400545.0,EKEDALEN,Bar furniture,345.0,No old price,True,No,"        Bar stool with backrest,          75 cm"
10400540.0,EKEDALEN,Bar furniture,345.0,No old price,True,No,"        Bar stool with backrest,          75 cm"
40400529.0,EKEDALEN,Bar furniture,796.0,SR 995,True,No,"        Bar table,          120x80 cm"
90319918.0,HENRIKSDAL,Bar furniture,695.0,No old price,True,No,"        Bar stool with backrest,          74 cm"
29297227.0,STENSELE / NORRARYD,Bar furniture,1340.0,No old price,True,No,        Bar table and 2 bar stools
99323925.0,STENSELE,Bar furniture,550.0,No old price,True,No,"        Bar table,          70x70 cm"
40339004.0,NORRÅKER,Bar furniture,595.0,No old price,True,Yes,"        Bar table,          74x74 cm"
39184324.0,HENRIKSDAL,Bar furniture,435.0,No old price,True,No,"        Bar stool with backrest,          74 cm"
19297275.0,NORRÅKER / NORRÅKER,Bar furniture,1266.0,"SR 1,385",True,No,"        Bar table and 2 bar stools,          74 cm"
60400745.0,YNGVAR,Bar furniture,475.0,No old price,True,No,"        Bar stool,          75 cm"
20336619.0,HENRIKSDAL,Bar furniture,40.0,No old price,True,No,        Cover for bar stool with backrest
20429010.0,NORRÅKER,Bar furniture,395.0,No old price,True,Yes,"        Bar stool with backrest,          74 cm"
80369112.0,NORDVIKEN,Bar furniture,275.0,No old price,False,No,"        Bar stool with backrest,          75 cm"
89280380.0,NORRÅKER / NORRARYD,Bar furniture,1385.0,No old price,True,No,"        Bar table and 2 bar stools,          74 cm"
29304223.0,EKEDALEN / EKEDALEN,Bar furniture,2375.0,No old price,True,No,"        Bar table and 4 bar stools,          120 cm"
49304217.0,EKEDALEN / EKEDALEN,Bar furniture,2176.0,"SR 2,375",True,No,"        Bar table and 4 bar stools,          120 cm"
272656.0,BERNHARD,Bar furniture,745.0,No old price,True,No,"        Bar stool with backrest,          66 cm"
79241940.0,NORRÅKER / NORRÅKER,Bar furniture,1385.0,No old price,True,No,"        Bar table and 2 bar stools,          74 cm"
89297272.0,NORRÅKER / NORRARYD,Bar furniture,1266.0,"SR 1,385",True,No,"        Bar table and 2 bar stools,          74 cm"
9288224.0,STENSELE,Bar furniture,550.0,No old price,True,No,"        Bar table,          70 cm"
30135658.0,GLENN,Bar furniture,445.0,No old price,True,Yes,"        Bar stool,          77 cm"
49297274.0,NORRÅKER / NORRÅKER,Bar furniture,1266.0,"SR 1,385",True,No,"        Bar table and 2 bar stools,          74 cm"
30308395.0,RÅSKOG,Bar furniture,175.0,No old price,True,No,"        Bar stool,          63 cm"
29123958.0,MINNEN,Beds,395.0,SR 445,True,No,"        Ext bed frame with slatted bed base,          80x200 cm"
49278341.0,BRIMNES,Beds,895.0,SR 925,True,No,"        Bed frame w storage and headboard,          90x200 cm"
50461230.0,SMÅGÖRA,Beds,595.0,No old price,True,No,"        Cot,          60x120 cm"
89326463.0,PLATSA,Beds,2111.0,"SR 2,205",True,No,"        Bed frame with 4 drawers,          140x244x163 cm"
50468953.0,VATTVIKEN,Beds,995.0,No old price,True,No,        Armchair-bed
69326609.0,SLÄKT,Beds,540.0,No old price,False,No,"        Ext bed frame with slatted bed base,          80x200 cm"
59099136.0,BRIMNES,Beds,795.0,No old price,True,Yes,"        Bed frame w storage and headboard,          140x200 cm"
40395245.0,NEIDEN,Beds,99.0,No old price,True,No,"        Bed frame,          90x200 cm"
69277307.0,LEIRVIK,Beds,1195.0,No old price,True,Yes,"        Bed frame,          180x200 cm"
70395239.0,NEIDEN,Beds,199.0,No old price,True,No,"        Bed frame,          140x200 cm"
89931560.0,HEMNES,Beds,675.0,SR 895,True,Yes,"        Bed frame,          140x200 cm"
30446373.0,SLATTUM,Beds,595.0,No old price,True,Yes,"        Upholstered bed frame,          140x200 cm"
59248612.0,NEIDEN,Beds,199.0,No old price,True,No,"        Bed frame,          90x200 cm"
19254209.0,SAGSTUA,Beds,545.0,No old price,True,Yes,"        Bed frame,          140x200 cm"
20400691.0,BRIMNES,Beds,575.0,No old price,True,No,"        Bed frame with storage,          90x200 cm"
39019701.0,ASKVOLL,Beds,445.0,No old price,True,Yes,"        Bed frame,          140x200 cm"
69912770.0,TRYSIL,Beds,525.0,No old price,True,Yes,"        Bed frame,          160x200 cm"
29931596.0,MALM,Beds,495.0,No old price,True,Yes,"        Bed frame, high,          140x200 cm"
29179554.0,RAMSTA,Beds,445.0,No old price,True,No,"        Day-bed frame with slatted bed base,          90x200 cm"
9241043.0,SONGESAND,Beds,395.0,No old price,True,Yes,"        Bed frame,          140x200 cm"
19175957.0,MALM,Beds,920.0,No old price,True,Yes,"        Bed frame, high, w 2 storage boxes,          180x200 cm"
19185433.0,SNIGLAR,Beds,195.0,No old price,True,No,"        Bed frame with slatted bed base,          70x160 cm"
39122072.0,LAUVIK,Beds,1729.0,"SR 2,435",True,Yes,"        Divan bed,          140x200 cm"
79902935.0,BRIMNES,Beds,575.0,No old price,True,Yes,"        Bed frame with storage,          140x200 cm"
90349326.0,HEMNES,Beds,1495.0,No old price,True,No,"        Day-bed frame with 3 drawers,          80x200 cm"
99157983.0,NESTTUN,Beds,595.0,No old price,True,Yes,"        Bed frame,          140x200 cm"
69057522.0,TYSSEDAL,Beds,1395.0,No old price,True,Yes,"        Bed frame,          140x200 cm"
79012991.0,MALM,Beds,670.0,No old price,True,Yes,"        Bed frame, high, w 2 storage boxes,          90x200 cm"
249487.0,MALM,Beds,445.0,No old price,True,Yes,"        Bed frame, high,          90x200 cm"
89227731.0,SLÄKT,Beds,995.0,No old price,True,No,"        Bed frame with underbed and storage,          90x200 cm"
90331091.0,RIDABU,Beds,100.0,SR 125,True,No,"        Mirror door,          40x120 cm"
69185435.0,KRITTER,Beds,360.0,No old price,True,No,"        Bed frame with slatted bed base,          70x160 cm"
29194427.0,HEMNES,Beds,1375.0,"SR 1,595",True,Yes,"        Bed frame with 4 storage boxes,          140x200 cm"
89305446.0,PLATSA,Beds,2600.5,"SR 2,880",True,No,"        Bed frame with 10 doors,          143x244x223 cm"
19259631.0,SAGSTUA,Beds,745.0,No old price,True,Yes,"        Bed frame,          90x200 cm"
80017389.0,SANDVIKA,Beds,295.0,No old price,True,No,"        Guest bed,          80x190 cm"
39248608.0,NEIDEN,Beds,399.0,No old price,True,No,"        Bed frame,          140x200 cm"
69323757.0,MINNEN,Beds,395.0,No old price,True,No,"        Ext bed frame with slatted bed base,          80x200 cm"
79227755.0,SLÄKT,Beds,375.0,No old price,True,No,"        Bed frame with slatted bed base,          90x200 cm"
90354327.0,HAMMARN,Beds,399.0,No old price,True,No,"        Sofa-bed,          120 cm"
79247598.0,BJÖRKSNÄS,Beds,2040.0,No old price,True,Yes,"        Bed frame,          140x200 cm"
10362963.0,SLÄKT,Beds,425.0,No old price,True,No,"        Pouffe/mattress, foldable"
9241420.0,NORDLI,Beds,2290.0,No old price,True,Yes,"        Bed frame w storage and headboard,          140x200 cm"
20424362.0,FYRESDAL,Beds,549.0,No old price,True,No,"        Day-bed frame,          80x200 cm"
69241097.0,SONGESAND,Beds,570.0,No old price,True,Yes,"        Bed frame with 2 storage boxes,          140x200 cm"
39931609.0,MALM,Beds,945.0,No old price,True,Yes,"        Bed frame, high, w 4 storage boxes,          140x200 cm"
20467629.0,MYDAL,Beds,895.0,No old price,True,No,"        Bunk bed frame,          90x200 cm"
239233.0,TUFFING,Beds,475.0,No old price,True,No,"        Bunk bed frame,          90x200 cm"
29239459.0,SÄBÖVIK,Beds,1745.0,No old price,True,Yes,"        Divan bed,          140x200 cm"
60116960.0,LYCKSELE,Beds,100.0,No old price,True,No,        Storage box 2-seat sofa-bed
89019992.0,TARVA,Beds,871.0,SR 940,True,Yes,"        Bed frame,          140x200 cm"
30249546.0,HEMNES,Beds,695.0,No old price,True,Yes,"        Bed frame,          90x200 cm"
89019572.0,HEMNES,Beds,995.0,No old price,True,Yes,"        Bed frame,          90x200 cm"
70305700.0,BUSUNGE,Beds,795.0,No old price,True,No,"        Extendable bed,          80x200 cm"
40433902.0,MARKERAD,Beds,480.0,SR 800,True,No,"        Day-bed frame,          80x200 cm"
79129986.0,GJÖRA,Beds,1640.0,No old price,True,Yes,"        Bed frame,          140x200 cm"
360484.0,UTÅKER,Beds,695.0,No old price,True,No,"        Stackable bed,          80x200 cm"
44361010.0,BRYNE,Beds,49.0,No old price,True,No,        Net
80253809.0,KURA,Beds,745.0,No old price,True,No,"        Reversible bed,          90x200 cm"
39216754.0,FRIHETEN,Beds,1846.0,"SR 1,995",True,Yes,        Corner sofa-bed with storage
10448325.0,VITVAL,Beds,295.0,No old price,True,No,"        Underbed,          90x200 cm"
30160209.0,LURÖY,Beds,100.0,No old price,True,Yes,"        Slatted bed base,          80x200 cm"
30248537.0,SNIGLAR,Beds,295.0,No old price,True,No,"        Cot,          60x120 cm"
29188822.0,HEMNES,Beds,1145.0,No old price,True,Yes,"        Bed frame with 2 storage boxes,          90x200 cm"
60372276.0,HEMNES,Beds,1495.0,No old price,True,No,"        Day-bed frame with 3 drawers,          80x200 cm"
19009562.0,MALM,Beds,545.0,No old price,True,Yes,"        Bed frame, high,          90x200 cm"
99239451.0,SLÄKT,Beds,620.0,No old price,True,No,"        Underbed with storage,          90x200 cm"
99287550.0,DELAKTIG,Beds,2195.0,No old price,True,No,"        Bed frame with headboard,          160x200 cm"
19268763.0,STUVA,Beds,1725.0,No old price,True,No,"        Loft bed combo w 2 shlvs/3 shlvs,          207x99x182 cm"
29250753.0,LAUVIK,Beds,2425.0,"SR 3,245",True,Yes,"        Divan bed,          160x200 cm"
49303393.0,VIMLE,Beds,1400.0,No old price,True,Yes,"        Cover for corner sofa-bed, 4-seat"
89186778.0,KONGSFJORD,Beds,8551.0,"SR 8,735",True,Yes,"        Divan bed,          180x200 cm"
9306416.0,NYHAMN,Beds,1470.0,No old price,True,Yes,        Sofa-bed with triple cushion
50340163.0,NYHAMN,Beds,450.0,No old price,True,No,"        Foam mattress,          140x200 cm"
29291956.0,SLÄKT,Beds,1395.0,No old price,True,No,"        Bed frame w storage+slatted bedbase,          90x200 cm"
70284203.0,ASKEBY,Beds,995.0,No old price,True,No,        Two-seat sofa-bed
20228709.0,BRIMNES,Beds,220.0,No old price,True,Yes,"        Headboard with storage compartment,          140 cm"
49046068.0,SUNDVIK,Beds,849.0,No old price,True,No,"        Ext bed frame with slatted bed base,          80x200 cm"
20404806.0,MALM,Beds,1595.0,No old price,True,Yes,"        Ottoman bed,          160x200 cm"
9186126.0,HEMNES,Beds,2185.0,No old price,True,Yes,"        Day-bed w 3 drawers/2 mattresses,          80x200 cm"
70362427.0,SOLGUL,Beds,395.0,No old price,True,No,"        Cradle with foam mattress,          66x84 cm"
102452.0,MYDAL,Beds,795.0,No old price,True,No,"        Bunk bed frame,          90x200 cm"
40349847.0,NORDLI,Beds,1595.0,No old price,True,Yes,"        Bed frame with storage,          140x200 cm"
30099293.0,VIKARE,Beds,95.0,No old price,True,No,        Guard rail
70426537.0,DELAKTIG,Beds,595.0,No old price,True,No,"        Headboard,          160 cm"
90299449.0,TUFFING,Beds,645.0,No old price,True,No,"        Loft bed frame,          90x200 cm"
39277498.0,VALLENTUNA,Beds,1848.0,"SR 2,310",True,Yes,        Sofa-bed module with backrests
40411410.0,VITVAL,Beds,200.0,No old price,True,No,"        Desk top,          95x45 cm"
89302914.0,PLATSA,Beds,2307.0,"SR 2,560",True,No,"        Bed frame with 10 drawers,          140x244x103 cm"
10453086.0,PLATSA,Beds,1195.0,No old price,True,No,"        Bed frame with storage,          140x200 cm"
9324284.0,PLATSA,Beds,3339.0,"SR 3,760",True,No,"        Bed frame with 6 doors+12 drawers,          140x244x203 cm"
19302922.0,VITVAL,Beds,1590.0,No old price,True,No,"        Bunk bed frame with underbed,          90x200 cm"
90229017.0,BUSUNGE,Beds,795.0,No old price,True,No,"        Extendable bed,          80x200 cm"
80341496.0,NYHAMN,Beds,600.0,No old price,True,No,"        Pocket sprung mattress,          140x200 cm"
228705.0,BRIMNES,Beds,1095.0,No old price,True,No,"        Day-bed frame with 2 drawers,          80x200 cm"
29241160.0,SONGESAND,Beds,1245.0,No old price,True,Yes,"        Bed frame with 4 storage boxes,          140x200 cm"
59167074.0,LAUVIK,Beds,2146.0,"SR 3,130",True,Yes,"        Divan bed,          140x200 cm"
89386070.0,SLÄKT,Beds,1260.0,No old price,True,No,"        Bed frame with 3 storage boxes,          90x200 cm"
10247973.0,SVÄRTA,Beds,895.0,No old price,True,No,"        Bunk bed frame,          90x200 cm"
99278070.0,VALLENTUNA,Beds,7796.0,"SR 9,745",True,Yes,        4-seat modular sofa w 3 sofa-beds
19166180.0,LYCKSELE MURBO,Beds,1445.0,No old price,True,Yes,        Two-seat sofa-bed
79288188.0,DELAKTIG,Beds,2595.0,No old price,True,No,"        Bed frame/headboard/2 side tables,          160x200 cm"
99302918.0,PLATSA,Beds,1767.0,"SR 1,885",True,No,"        Bed frame with 2 drawers,          142x244x103 cm"
60433901.0,MARKERAD,Beds,267.0,SR 445,True,No,"        Cover for day-bed,          80x200 cm"
102065.0,LYCKSELE LÖVÅS,Beds,495.0,No old price,True,No,"        Mattress,          140x188 cm"
39227837.0,UTÅKER,Beds,1285.0,No old price,True,Yes,"        Stackable bed with 2 mattresses,          80x200 cm"
39041660.0,SUNDVIK,Beds,849.0,No old price,True,No,"        Ext bed frame with slatted bed base,          80x200 cm"
59302915.0,PLATSA,Beds,2905.0,"SR 3,265",True,No,"        Bed frame with 4 doors+6 drawers,          140x200x223 cm"
60299691.0,BRYNILEN,Beds,30.0,SR 50/4 pack,True,No,"        Leg,          10 cm"
39279280.0,FYRESDAL,Beds,1139.0,No old price,True,Yes,"        Day-bed with 2 mattresses,          80x200 cm"
9149879.0,VALLENTUNA,Beds,1160.0,"SR 1,450",True,Yes,        Sofa-bed module
19287530.0,DELAKTIG,Beds,1400.0,No old price,True,No,"        Bed frame,          160x200 cm"
400692.0,BRIMNES,Beds,220.0,SR 250,True,No,"        Headboard with storage compartment,          90 cm"
19326428.0,SLÄKT,Beds,520.0,No old price,False,No,"        Ext bed frame with slatted bed base,          80x200 cm"
80332468.0,SUFFLETT,Beds,85.0,No old price,True,No,"        Bed tent,          70/80/90"
90332458.0,KURA,Beds,175.0,No old price,True,No,        Bed tent with curtain
90338403.0,LÖVA,Beds,55.0,No old price,True,No,        Bed canopy
99211621.0,HEMNES,Beds,2085.0,No old price,True,Yes,"        Day-bed w 3 drawers/2 mattresses,          80x200 cm"
20320128.0,FLEKKE,Beds,1495.0,No old price,True,No,"        Day-bed frame with 2 drawers,          80x200 cm"
69304829.0,MARKERAD,Beds,1092.0,"SR 1,590",True,No,"        Day-bed,          80x200 cm"
99302975.0,PLATSA,Beds,2163.5,"SR 2,360",True,No,"        Bed frame with 2 door+3 drawers,          142x244x163 cm"
50393830.0,KURA,Beds,149.0,No old price,True,No,        Bed tent with curtain
89275265.0,STUVA / FÖLJA,Beds,1915.0,No old price,True,No,"        Loft bed combo w 2 drawer/2 doors,          207x99x182 cm"
39288128.0,DELAKTIG,Beds,2495.0,No old price,True,No,"        Bed frame/headboard/2 side tables,          160x200 cm"
70340567.0,GRÄLVIKEN,Beds,1995.0,No old price,True,No,        3-seat sofa-bed
89240761.0,HOLMSUND,Beds,2295.0,No old price,True,Yes,        Three-seat sofa-bed
59250756.0,LAUVIK,Beds,2902.0,"SR 4,040",True,Yes,"        Divan bed,          160x200 cm"
79253259.0,STUVA / FRITIDS,Beds,1990.0,No old price,True,Yes,"        Loft bed combo w 3 drawers/2 doors,          207x99x182 cm"
20247982.0,SVÄRTA,Beds,875.0,No old price,True,No,"        Loft bed frame,          90x200 cm"
9302913.0,PLATSA,Beds,1611.0,"SR 1,715",True,No,"        Bed frame with 4 drawers,          142x244x43 cm"
29278101.0,GRÖNLID,Beds,3595.0,No old price,True,Yes,        2-seat sofa-bed
80411272.0,VITVAL,Beds,1295.0,No old price,True,No,"        Bunk bed frame,          90x200 cm"
49278591.0,GRÖNLID,Beds,7610.0,No old price,True,Yes,"        Corner sofa-bed, 5-seat"
19129932.0,BRIMNES,Beds,1795.0,No old price,True,Yes,"        Day-bed w 2 drawers/2 mattresses,          80x200 cm"
80362974.0,SLÄKT,Beds,295.0,No old price,True,No,"        Storage box with castors,          62x62x35 cm"
10372976.0,NORDLI,Beds,695.0,No old price,True,No,"        Headboard,          140/160 cm"
69287537.0,DELAKTIG,Beds,2095.0,No old price,True,No,"        Bed frame with headboard,          160x200 cm"
257953.0,GONATT,Beds,1095.0,No old price,True,No,"        Cot,          60x120 cm"
20299688.0,BRENNÅSEN,Beds,30.0,SR 50/4 pack,True,No,"        Leg,          10 cm"
9217849.0,BRÅTHULT,Beds,1991.0,"SR 2,100",True,Yes,        Corner sofa-bed
19302917.0,PLATSA,Beds,2210.0,"SR 2,395",True,No,"        Bed frame with storage,          140x244x223 cm"
59151271.0,SVÄRTA,Beds,1175.0,"SR 1,250",True,No,"        Loft bed frame with desk top,          90x200 cm"
9306435.0,NYHAMN,Beds,1445.0,No old price,True,Yes,        3-seat sofa-bed
29277639.0,LIDHULT,Beds,9585.0,No old price,True,Yes,"        Corner sofa-bed, 6-seat"
40299687.0,BURFJORD,Beds,40.0,SR 50/4 pack,True,No,"        Leg,          10 cm"
49277105.0,VALLENTUNA,Beds,4488.0,"SR 5,610",True,Yes,        3-seat modular sofa with sofa-bed
69302566.0,VITVAL,Beds,1195.0,No old price,True,No,"        Loft bed frame with desk top,          90x200 cm"
9278003.0,VALLENTUNA,Beds,5780.0,"SR 7,225",True,Yes,        Modular corner sofa 3-seat+sofa-bed
19290014.0,LIDHULT,Beds,3340.0,No old price,True,Yes,        2-seat sofa-bed section
20426525.0,DELAKTIG,Beds,495.0,No old price,True,No,"        Headboard,          160 cm"
10248519.0,GULLIVER,Beds,595.0,No old price,True,No,"        Cot,          60x120 cm"
60429471.0,DELAKTIG,Beds,200.0,No old price,True,No,        Fitting for headboard
89300750.0,FLOTTEBO,Beds,2236.0,"SR 2,795",True,Yes,"        Sofa-bed with side table,          120 cm"
29288100.0,DELAKTIG,Beds,1800.0,No old price,True,No,"        Bed frame with 2 side tables,          160x200 cm"
49292686.0,VIMLE,Beds,4645.0,No old price,True,Yes,        3-seat sofa-bed
49306443.0,NYHAMN,Beds,1295.0,No old price,True,Yes,        3-seat sofa-bed
45932080.0,SULTAN,Beds,50.0,No old price,True,No,        Supporting leg
10309616.0,BÅTSFJORD,Beds,30.0,SR 50/4 pack,True,No,"        Leg,          10 cm"
79186774.0,KONGSFJORD,Beds,8356.0,"SR 8,540",True,Yes,"        Divan bed,          180x200 cm"
99183864.0,FLEKKE,Beds,2185.0,No old price,True,Yes,"        Day-bed w 2 drawers/2 mattresses,          80x200 cm"
70248564.0,SUNDVIK,Beds,695.0,No old price,True,No,"        Cot,          60x120 cm"
79217902.0,SANDBACKEN,Beds,1841.0,"SR 1,950",True,Yes,        Corner sofa-bed
79150746.0,HOLMSUND,Beds,2995.0,No old price,True,Yes,        Corner sofa-bed
29277724.0,VALLENTUNA,Beds,4320.0,"SR 5,400",True,Yes,        2-seat modular sofa w 2 sofa-beds
59297481.0,FLOTTEBO,Beds,1596.0,"SR 1,995",True,Yes,"        Sofa-bed,          90 cm"
9306355.0,NYHAMN,Beds,1520.0,No old price,True,Yes,        Sofa-bed with triple cushion
20249896.0,SVÄRTA,Beds,300.0,SR 375,True,No,        Desk top
29266184.0,LIDHULT,Beds,7785.0,No old price,True,Yes,"        Corner sofa-bed, 5-seat"
29278158.0,GRÖNLID,Beds,4270.0,No old price,True,Yes,        3-seat sofa-bed
49268653.0,STUVA / FRITIDS,Beds,2025.0,No old price,True,Yes,"        Loft bed combo w 4 drawers/2 doors,          207x99x182 cm"
60102067.0,LYCKSELE HÅVET,Beds,795.0,No old price,True,No,"        Mattress,          140x188 cm"
248567.0,SUNDVIK,Beds,695.0,No old price,True,No,"        Cot,          60x120 cm"
60431563.0,FRIHETEN,Beds,1845.0,No old price,True,Yes,        3-seat sofa-bed
29285521.0,VIMLE,Beds,2945.0,No old price,True,Yes,        2-seat sofa-bed section
89278481.0,GRÖNLID,Beds,4790.0,No old price,True,Yes,        3-seat sofa-bed
70299695.0,BJORLI,Beds,40.0,SR 50/4 pack,True,Yes,"        Leg,          10 cm"
50456417.0,SLÄKT,Beds,75.0,No old price,False,Yes,        Headboard
40296599.0,KURA,Beds,125.0,No old price,True,No,        Bed tent
10311228.0,KURA,Beds,125.0,No old price,True,No,        Bed tent
9277918.0,VALLENTUNA,Beds,4036.0,"SR 5,045",True,Yes,        3-seat modular sofa with sofa-bed
19290603.0,LIDHULT,Beds,4841.0,"SR 5,640",True,No,        2-seat sofa-bed section
80309613.0,BRATTVÅG,Beds,50.0,No old price,True,No,"        Leg,          10 cm"
59277652.0,VALLENTUNA,Beds,2932.0,"SR 3,665",True,Yes,        2-seat modular sofa with sofa-bed
69278415.0,GRÖNLID,Beds,4390.0,No old price,True,Yes,        3-seat sofa-bed
80102066.0,LYCKSELE MURBO,Beds,695.0,No old price,True,No,"        Mattress,          140x188 cm"
89253169.0,STUVA / FRITIDS,Beds,995.0,No old price,True,No,"        Cot with drawers,          60x120 cm"
10411242.0,VITVAL,Beds,995.0,No old price,True,No,"        Loft bed frame,          90x200 cm"
19285588.0,VIMLE,Beds,3355.0,No old price,True,Yes,        2-seat sofa-bed
29297454.0,FLOTTEBO,Beds,1676.0,"SR 2,095",True,Yes,"        Sofa-bed with side table,          90 cm"
99280884.0,LYCKSELE LÖVÅS,Beds,1345.0,No old price,True,Yes,        2-seat sofa-bed
9278569.0,GRÖNLID,Beds,6110.0,No old price,True,Yes,"        Corner sofa-bed, 4-seat"
19299726.0,VIMLE,Beds,7765.0,No old price,True,Yes,"        Corner sofa-bed, 5-seat"
29257066.0,LIDHULT,Beds,4040.0,No old price,True,Yes,        2-seat sofa-bed
39292465.0,VIMLE,Beds,4120.0,No old price,True,Yes,        3-seat sofa-bed
69292275.0,VIMLE,Beds,4265.0,No old price,True,Yes,        3-seat sofa-bed
79267280.0,STUVA / FRITIDS,Beds,995.0,No old price,True,No,"        Cot with drawers,          60x120 cm"
99275241.0,STUVA / FÖLJA,Beds,1980.0,No old price,True,No,"        Loft bed combo w 4 drawers/2 doors,          207x99x182 cm"
50201534.0,GONATT,Beds,1095.0,No old price,True,No,"        Cot,          60x120 cm"
80332473.0,SUFFLETT,Beds,85.0,No old price,True,No,"        Bed tent,          70/80/90"
39253176.0,STUVA / FRITIDS,Beds,995.0,No old price,True,No,"        Cot with drawers,          60x120 cm"
69297471.0,FLOTTEBO,Beds,1996.0,"SR 2,495",True,Yes,"        Sofa-bed,          120 cm"
39266094.0,LIDHULT,Beds,5840.0,No old price,True,Yes,        3-seat sofa-bed
89149936.0,LYCKSELE HÅVET,Beds,1645.0,No old price,True,Yes,        Two-seat sofa-bed
39277196.0,GRÖNLID,Beds,3145.0,No old price,True,Yes,        2-seat sofa-bed section
59266074.0,LIDHULT,Beds,7873.0,"SR 9,430",True,No,        3-seat sofa-bed
39180566.0,STUVA / FÖLJA,Beds,985.0,No old price,True,No,"        Cot with drawers,          60x120 cm"
39266008.0,LIDHULT,Beds,5553.0,"SR 6,530",True,No,        2-seat sofa-bed
49253185.0,STUVA / FRITIDS,Beds,995.0,No old price,True,No,"        Cot with drawers,          60x120 cm"
59297141.0,JONAXEL,Bookcases & shelving units,135.0,SR 138,True,No,"        Frame with mesh baskets,          25x51x70 cm"
59201841.0,OLAUS,Bookcases & shelving units,290.0,SR 350,True,No,"        1 shelf section,          92x36x181 cm"
59297674.0,JONAXEL,Bookcases & shelving units,915.0,"SR 1,023",True,No,"        Frame/mesh baskts/clths rl/shlv uts,          198x51x173 cm"
450347.0,KOLBJÖRN,Bookcases & shelving units,345.0,No old price,True,No,"        Cabinet in/outdoor,          80x81 cm"
69297287.0,JONAXEL,Bookcases & shelving units,375.0,SR 437,True,No,"        Shelving unit,          182x51x160 cm"
99303461.0,IVAR,Bookcases & shelving units,1385.0,"SR 1,390",True,No,"        Shelv unit w table/cabinets/drawers,          175x30-104x179 cm"
70261131.0,GERSBY,Bookcases & shelving units,95.0,No old price,True,No,"        Bookcase,          60x180 cm"
20275814.0,KALLAX,Bookcases & shelving units,115.0,No old price,True,Yes,"        Shelving unit,          77x77 cm"
60282186.0,LACK,Bookcases & shelving units,199.0,No old price,True,Yes,"        Wall shelf unit,          30x190 cm"
278578.0,HYLLIS,Bookcases & shelving units,59.0,No old price,True,No,"        Shelving unit,          60x27x140 cm"
80275887.0,KALLAX,Bookcases & shelving units,250.0,No old price,True,Yes,"        Shelving unit,          77x147 cm"
50419972.0,JONAXEL,Bookcases & shelving units,175.0,No old price,True,No,"        Shelving unit,          80x38x160 cm"
30428326.0,HYLLIS,Bookcases & shelving units,39.0,No old price,True,No,"        Shelving unit,          60x27x74 cm"
90282180.0,LACK,Bookcases & shelving units,39.0,No old price,True,Yes,"        Wall shelf,          110x26 cm"
40178591.0,LAIVA,Bookcases & shelving units,85.0,No old price,True,No,"        Bookcase,          62x165 cm"
40322876.0,SVALNÄS,Bookcases & shelving units,270.0,No old price,True,No,"        Desk space with 2 drawers,          81x35 cm"
20346072.0,KALLAX,Bookcases & shelving units,30.0,SR 50,True,No,        Shelf insert
